id,flag,01,02,03
Rtin8NzQlr,2,22.0981,NA,NA
O4YDkUbQ9i,4,33.877,33.2408,42.1308
ewY0GDMnBK,4,11.4208,11.6978,-1.6536
ZylakO49eW,2,-30.6713,NA,NA
HOE3AgbwS3,2,39.3822,NA,NA
puTg5y05PF,4,33.877,33.2408,42.1308
tleHOBXmBr,4,30.2132,49.8275,27.0755
ZnryLUT6mR,4,33.877,33.2408,42.1308
X9PgcPmmQ9,4,-29.6867,-26.7863,-29.2983
f3m8u4Ez61,4,11.4208,11.6978,-1.6536
uzdwmMsZ3r,4,11.4208,11.6978,-1.6536
FA5rDObBGl,4,21.5363,19.1871,0.2407
nqcAB4MKu0,4,30.2132,49.8275,27.0755
h8V4FkWU6D,4,-36.8738,-39.185,-0.0818
mJfyROaBGu,4,11.4208,11.6978,-1.6536
K9FH8p1nub,4,21.5363,19.1871,0.2407
cBDxHd8WJ1,4,11.4208,11.6978,-1.6536
S3LW8N5JCR,4,33.877,33.2408,42.1308
2BeyS5rQOD,2,39.3822,NA,NA
psH73hbPqi,4,33.877,33.2408,42.1308
lQD5zDcNbo,4,6.6664,35.2506,4.1819
L1x7K0R7m7,4,-29.6867,-26.7863,-29.2983
jKngwdzYRB,4,33.877,33.2408,42.1308
d5NVX1HVua,4,6.901,6.0024,14.2067
SaxYCwTJnU,2,-30.6713,NA,NA
akWJh7t3kU,4,6.901,6.0024,14.2067
3NAurlZC73,4,6.901,6.0024,14.2067
fQ5f85G4p4,4,11.4208,11.6978,-1.6536
dx4Fln4F65,4,30.2132,49.8275,27.0755
XiSCnmkYzc,2,22.0981,NA,NA
j3Vm9U3EC2,4,6.901,6.0024,14.2067
E98kcIB2ma,4,6.6664,35.2506,4.1819
3SiVUuFveC,4,-29.6867,-26.7863,-29.2983
SjvLkAprYu,4,6.901,6.0024,14.2067
4LTf2qbWZB,2,22.0981,NA,NA
GacilAf7jo,4,6.901,6.0024,14.2067
e39B06HLgO,4,21.5363,19.1871,0.2407
aCYFtFL3fN,4,-29.6867,-26.7863,-29.2983
gXkddT6hV0,4,33.877,33.2408,42.1308
BntvgoQiBu,4,6.6664,35.2506,4.1819
jyPxOLQmDa,4,21.5363,19.1871,0.2407
hmMi63qf2Z,2,22.0981,NA,NA
4pSR9VwukO,4,33.877,33.2408,42.1308
6TbqalV2d2,2,22.0981,NA,NA
yFdx4tIi0v,4,-36.8738,-39.185,-0.0818
fFlnNiShLZ,2,39.3822,NA,NA
Yi09ttxJC2,2,39.3822,NA,NA
d9kUlPOA1c,4,-36.8738,-39.185,-0.0818
fgF8Y8QKVb,4,11.4208,11.6978,-1.6536
SGQmr5TzAL,4,33.877,33.2408,42.1308
WmiJsFTZC3,4,6.901,6.0024,14.2067
s7C6ugAbIW,4,-29.6867,-26.7863,-29.2983
k8UV836dS2,4,11.4208,11.6978,-1.6536
vENvRRmIlJ,4,-36.8738,-39.185,-0.0818
R858K3G6Oi,4,-36.8738,-39.185,-0.0818
0Y8Wo682lD,4,30.2132,49.8275,27.0755
bwx95D3AKr,4,-36.8738,-39.185,-0.0818
8MQOgLKlTR,2,22.0981,NA,NA
QPiBFnG9KQ,2,39.3822,NA,NA
ganjTrxwyU,4,6.901,6.0024,14.2067
loOoqJm4Hv,4,-36.8738,-39.185,-0.0818
tExYjGHyOB,4,33.877,33.2408,42.1308
ClyrXbH6ho,2,22.0981,NA,NA
g6nHOGO7u7,4,11.4208,11.6978,-1.6536
wOZFt3W6oT,4,21.5363,19.1871,0.2407
D2tpPWpAno,4,-36.8738,-39.185,-0.0818
xfHdufgfxk,4,11.4208,11.6978,-1.6536
GJrNxFoZGm,4,-29.6867,-26.7863,-29.2983
l3Oboj2rq9,4,11.4208,11.6978,-1.6536
pToj98L79N,4,6.901,6.0024,14.2067
tchoEwxzIO,4,-29.6867,-26.7863,-29.2983
usdxAcSp74,4,6.901,6.0024,14.2067
Vhz6CKwBSg,4,11.4208,11.6978,-1.6536
qGsh98w0Uu,4,11.4208,11.6978,-1.6536
GdjqlmFyXG,4,6.901,6.0024,14.2067
itDTy3rt5O,2,-30.6713,NA,NA
JWnS3C8dsm,4,6.901,6.0024,14.2067
sgD02GXQFk,4,30.2132,49.8275,27.0755
HlvSK5Sn1j,4,-36.8738,-39.185,-0.0818
AC4Bnnpmoz,4,-29.6867,-26.7863,-29.2983
bqbJp8PVDx,4,11.4208,11.6978,-1.6536
2OhLRtMy8s,4,33.877,33.2408,42.1308
gUwAZb55jZ,4,6.6664,35.2506,4.1819
rHRpHxb8H4,4,11.4208,11.6978,-1.6536
S3gb1YH3aE,4,6.901,6.0024,14.2067
IcUv4GxVwU,4,21.5363,19.1871,0.2407
c7j6hdgHSI,4,11.4208,11.6978,-1.6536
O71A5sA35q,2,39.3822,NA,NA
x4i087jkkG,4,6.901,6.0024,14.2067
OE7Gk7wduR,4,30.2132,49.8275,27.0755
RQ3OzwDu1Q,4,30.2132,49.8275,27.0755
G4wQHphsdp,4,-29.6867,-26.7863,-29.2983
AS0oC8ETEx,2,22.0981,NA,NA
gO0WphgkJV,4,21.5363,19.1871,0.2407
s2rvzhVISy,4,-29.6867,-26.7863,-29.2983
oX6iO99fh5,2,39.3822,NA,NA
8gOCGdkKza,4,6.6664,35.2506,4.1819
vZNHCyg7xn,4,6.901,6.0024,14.2067
6ACC3tubkm,4,21.5363,19.1871,0.2407
47xCwjptub,4,6.901,6.0024,14.2067
yAU3CueM27,4,30.2132,49.8275,27.0755
JsyC8Yc6dq,4,21.5363,19.1871,0.2407
QsSsdAYhVA,4,30.2132,49.8275,27.0755
Xm90wz5meg,4,30.2132,49.8275,27.0755
QPN2oEbSYA,4,-29.6867,-26.7863,-29.2983
UAdaFKiCC5,4,6.6664,35.2506,4.1819
ZpqV29iWMA,2,-30.6713,NA,NA
bMYSYlpxEm,4,6.6664,35.2506,4.1819
dl8dnMx0fU,4,-29.6867,-26.7863,-29.2983
biX77qH0vO,4,6.901,6.0024,14.2067
N3nQJHfkkK,2,39.3822,NA,NA
Nx6LcXmaEw,4,21.5363,19.1871,0.2407
X7hlkwPkRr,4,33.877,33.2408,42.1308
4T1dElPVmZ,4,-36.8738,-39.185,-0.0818
OqFGyG60We,4,-36.8738,-39.185,-0.0818
I7Jo5DXd8a,4,-29.6867,-26.7863,-29.2983
5u7xWPtleL,4,30.2132,49.8275,27.0755
xStf3jPfIO,4,11.4208,11.6978,-1.6536
WXrfxhBD0R,4,-29.6867,-26.7863,-29.2983
VNRNVbtO6r,4,-36.8738,-39.185,-0.0818
bNe5j9gpVq,4,21.5363,19.1871,0.2407
UDq6UdHzbX,2,22.0981,NA,NA
WTw5JduRf1,2,-30.6713,NA,NA
THKsHGziYz,4,21.5363,19.1871,0.2407
IatrDHmBUt,2,39.3822,NA,NA
TpgZLPI8pp,2,39.3822,NA,NA
Xb4sHOREfG,2,39.3822,NA,NA
TWpysE3Wya,4,21.5363,19.1871,0.2407
81Rqd3asPh,4,-29.6867,-26.7863,-29.2983
f7yl8RyS9w,2,39.3822,NA,NA
yFuwdpoifh,4,30.2132,49.8275,27.0755
skrmo1Db1s,4,33.877,33.2408,42.1308
vNRCycPVdD,4,30.2132,49.8275,27.0755
iNt2KzI67Z,4,21.5363,19.1871,0.2407
HJMwu50UqS,4,11.4208,11.6978,-1.6536
ANsajO6QIH,4,21.5363,19.1871,0.2407
BOxDTpoKYv,4,-29.6867,-26.7863,-29.2983
FPT5jkgCzq,4,-36.8738,-39.185,-0.0818
NXtuAxARTJ,2,39.3822,NA,NA
wThx3hEuZJ,2,22.0981,NA,NA
1WlfzQRguC,2,22.0981,NA,NA
xMY6QEzclk,4,6.6664,35.2506,4.1819
qF2lICDXib,4,-29.6867,-26.7863,-29.2983
8Bd3wmJ2sT,4,33.877,33.2408,42.1308
vmEexMOxzc,2,39.3822,NA,NA
C30vkz5hJ4,4,6.901,6.0024,14.2067
0mUI28KKKy,4,6.901,6.0024,14.2067
rdeENtO48m,4,-36.8738,-39.185,-0.0818
ZZE2LXCncV,4,-36.8738,-39.185,-0.0818
IoiEU8bCNJ,4,-29.6867,-26.7863,-29.2983
hxXr9sqiuT,4,-29.6867,-26.7863,-29.2983
F99Lzteb1E,2,22.0981,NA,NA
UaR9IWOOFG,2,39.3822,NA,NA
Wr3Xbf2Dg9,4,11.4208,11.6978,-1.6536
gP2E3xFLJj,2,39.3822,NA,NA
K8G0ORffq8,2,22.0981,NA,NA
7IlNRbc6cH,2,-30.6713,NA,NA
GUSf2Rqo8C,4,30.2132,49.8275,27.0755
kgVp71PT96,2,22.0981,NA,NA
VQ1k2UOxEp,4,-36.8738,-39.185,-0.0818
pckI1Se2pP,4,6.901,6.0024,14.2067
ILraxM9XJ9,2,22.0981,NA,NA
2xUxFnf1Bo,2,22.0981,NA,NA
GcQfB1fmVt,4,33.877,33.2408,42.1308
71Vnnhhohf,4,6.901,6.0024,14.2067
rPqsxJp2Cs,2,39.3822,NA,NA
XwC5tL6azB,4,-29.6867,-26.7863,-29.2983
uX9qXXrZPU,4,11.4208,11.6978,-1.6536
q87EEyPaCg,4,-29.6867,-26.7863,-29.2983
2N7dKmEput,4,6.901,6.0024,14.2067
1DDm7YFekM,4,6.901,6.0024,14.2067
flNjmFbavi,2,39.3822,NA,NA
nop1HqZnI8,4,21.5363,19.1871,0.2407
KQ61Vlly2a,2,39.3822,NA,NA
iloOC9f1F4,4,6.6664,35.2506,4.1819
8H6dKiydWR,4,-36.8738,-39.185,-0.0818
cWr0wOWo7g,4,21.5363,19.1871,0.2407
qxP8ijUOTX,2,22.0981,NA,NA
G2Tg1gttPy,4,6.6664,35.2506,4.1819
P0pjs9c4ms,4,-36.8738,-39.185,-0.0818
Ga1rWE2NGW,4,11.4208,11.6978,-1.6536
Vvf6QPlhad,4,21.5363,19.1871,0.2407
rCqhXdGTs6,4,11.4208,11.6978,-1.6536
xzQFTi4oeA,4,11.4208,11.6978,-1.6536
pteYHzzsfH,4,6.901,6.0024,14.2067
KQkpE1FIdU,4,6.901,6.0024,14.2067
KsMHueBr05,2,39.3822,NA,NA
eVSmYxedNX,2,39.3822,NA,NA
n2jgHviOXb,2,22.0981,NA,NA
oZ9onW1qct,4,33.877,33.2408,42.1308
50ftXy4t7e,4,21.5363,19.1871,0.2407
jDYsXdD6W6,4,6.901,6.0024,14.2067
fDEEypQCbd,4,6.6664,35.2506,4.1819
PiQJsa5S8q,4,-29.6867,-26.7863,-29.2983
LClo35nvGz,4,11.4208,11.6978,-1.6536
r7dTv2M39R,4,33.877,33.2408,42.1308
F8VnfG2Zj2,4,-29.6867,-26.7863,-29.2983
qgM2DXqbhj,4,21.5363,19.1871,0.2407
kYdmrJj4t7,4,30.2132,49.8275,27.0755
HXdj7femTE,4,-36.8738,-39.185,-0.0818
UQSOb4BYAr,4,11.4208,11.6978,-1.6536
JRmnMovbfq,4,-36.8738,-39.185,-0.0818
jomwPZNLKe,4,-29.6867,-26.7863,-29.2983
9MMJ573frI,4,6.901,6.0024,14.2067
H7eOquvbg0,2,39.3822,NA,NA
nnfueic3tL,2,-30.6713,NA,NA
QLT4kwqaM8,2,39.3822,NA,NA
Dj3hIexxS4,2,-30.6713,NA,NA
mu1Ir7q9LE,4,21.5363,19.1871,0.2407
1lp0HwO0aF,4,21.5363,19.1871,0.2407
8NHDNytViV,4,21.5363,19.1871,0.2407
1820ZArn4S,2,22.0981,NA,NA
ffcqbB2K6d,4,-36.8738,-39.185,-0.0818
vlKfHMbhbl,2,22.0981,NA,NA
O1GQ6Bmi3a,2,22.0981,NA,NA
EQjAsy8Ok9,4,6.901,6.0024,14.2067
jl5BTiBrjC,4,-36.8738,-39.185,-0.0818
4ONCnX1yne,4,30.2132,49.8275,27.0755
K0oOi2BCXj,4,6.6664,35.2506,4.1819
2Bv8d4s7hW,4,33.877,33.2408,42.1308
PkIQ4ljQD6,4,33.877,33.2408,42.1308
ZuvU7eGcgD,4,30.2132,49.8275,27.0755
bkex6sykYR,4,21.5363,19.1871,0.2407
qbsZFM0oL7,2,22.0981,NA,NA
86vM5wpozd,2,-30.6713,NA,NA
NLkS7hnbwf,4,6.901,6.0024,14.2067
lWLIKDMlwZ,4,-36.8738,-39.185,-0.0818
BNTCoFfVIX,4,33.877,33.2408,42.1308
U9cpMKmnqr,4,6.901,6.0024,14.2067
T2Uuhuhq4l,2,-30.6713,NA,NA
kwpZqwi5f2,4,6.901,6.0024,14.2067
CWAztqUxKh,4,-36.8738,-39.185,-0.0818
6tlpQcN6pN,4,30.2132,49.8275,27.0755
pN0sZtNU38,2,22.0981,NA,NA
cqKT7hpVBj,2,-30.6713,NA,NA
4ADPX8sIuC,4,21.5363,19.1871,0.2407
2JVogoGjKk,2,-30.6713,NA,NA
oamvzYSD6f,4,6.901,6.0024,14.2067
MOEyltrw49,4,21.5363,19.1871,0.2407
pMi647OH8a,4,6.6664,35.2506,4.1819
poAhsTVB5a,2,-30.6713,NA,NA
JOITHW9bcw,4,30.2132,49.8275,27.0755
2C3DjcAlHD,4,11.4208,11.6978,-1.6536
7letU2bP2l,4,6.6664,35.2506,4.1819
jBWHiX90v6,4,6.901,6.0024,14.2067
JOXkenIjBo,4,-36.8738,-39.185,-0.0818
lLygQRnqKp,4,6.6664,35.2506,4.1819
CN3J6BWa5V,4,-36.8738,-39.185,-0.0818
GC7uEEjuRM,4,11.4208,11.6978,-1.6536
uijNaolr2R,4,-29.6867,-26.7863,-29.2983
7Py2Un1VFF,4,30.2132,49.8275,27.0755
WMFqJSZFCu,2,39.3822,NA,NA
EhkMzcuI18,4,-36.8738,-39.185,-0.0818
Mm8JIvpNus,4,33.877,33.2408,42.1308
vvtiQS9Z3W,4,-36.8738,-39.185,-0.0818
BWMUNK7MsC,2,22.0981,NA,NA
dKhXkUGhMk,2,39.3822,NA,NA
AaEx05EXZH,2,22.0981,NA,NA
pKtfspPD7N,4,11.4208,11.6978,-1.6536
5ipqqnERBG,4,6.901,6.0024,14.2067
TEsEz3FeQy,2,-30.6713,NA,NA
5ZP7KYY328,4,6.901,6.0024,14.2067
DyG5R9Csks,4,11.4208,11.6978,-1.6536
CRCCCyTqNG,4,21.5363,19.1871,0.2407
DrcZ78i9Yi,4,33.877,33.2408,42.1308
nIs3w3JoXl,4,21.5363,19.1871,0.2407
s44T69d4uJ,2,22.0981,NA,NA
l2Pq3P2iN5,4,-36.8738,-39.185,-0.0818
WWAszEUInA,4,-36.8738,-39.185,-0.0818
71Z1OL6vEI,4,-29.6867,-26.7863,-29.2983
axskXeugVU,4,-36.8738,-39.185,-0.0818
Erabaje47h,4,33.877,33.2408,42.1308
YMkmJA2a1s,4,-29.6867,-26.7863,-29.2983
VYTlDSCd0b,4,30.2132,49.8275,27.0755
5onoP78Q04,4,-29.6867,-26.7863,-29.2983
0JyH5N0UHY,4,-36.8738,-39.185,-0.0818
nJd6Dy1jqX,4,-29.6867,-26.7863,-29.2983
S5zMzEQG0G,4,21.5363,19.1871,0.2407
Fh9At43QAw,4,-29.6867,-26.7863,-29.2983
h6P3Zi2PHm,4,30.2132,49.8275,27.0755
eWPqFkIVJB,2,-30.6713,NA,NA
4JonRvw5i2,4,21.5363,19.1871,0.2407
7QizMnajl3,2,-30.6713,NA,NA
9Px4TzJn7a,4,-29.6867,-26.7863,-29.2983
M53lBdoJT5,4,33.877,33.2408,42.1308
UZE6e2fDqU,4,6.901,6.0024,14.2067
1TePMflRYf,4,-36.8738,-39.185,-0.0818
